PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence

6,2023-10-04,16:27:47.28,2,1,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Voytovich, Grant",1000098912,Right,BUC_BIS,Undefined,1,Top,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.08924,-0.117286,4.171166,1936.229393,121.804919,10:00,5.6434,-1.49921,5.052,-29.37198,11.62359,-16.57859,3.08483,1.06021,76.65296,-5.515231,1.251279,0.460829,,,,,,,,,,,,9.34343,6.19906,1.11511,50,5.60923,-8.13483,-121.6919,-1.30263,14.00545,23.96877,-22.88191,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,7b981210-62f4-11ee-82e9-b11c7aa129b6,81.79267,,,7.43628,,,,,,,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:27:47.28,2023-10-04T16:27:47.2850416-04:00,2023-10-04T20:27:47.2850416Z,,v3,471249,471249,,,,Undefined,BUC_BIS,e1239d42-8955-4393-bd5a-e34adf755c55,55.4458,-122.75984,11.98439,5.64456,-0.28313,-11.44096,1.49147,-8.75885,7.00272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,

7,2023-10-04,16:28:02.00,2,2,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Voytovich, Grant",1000098912,Right,BUC_BIS,Undefined,1,Top,1,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.81359,0.094036,3.339677,2155.997254,123.147252,10:00,5.72981,-1.39969,5.05298,-26.14883,14.50005,-19.97001,3.63958,0.08945,76.46696,-4.76615,-0.182763,0.458876,,,,,,,,,,,,10.83615,7.57103,1.09781,50,5.71866,-6.24378,-122.7002,-0.70779,16.33419,26.82432,-20.7616,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,84633320-62f4-11ee-82e9-b11c7aa129b6,82.14072,,,8.34662,,,,,,,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:28:02.00,2023-10-04T16:28:02.0039664-04:00,2023-10-04T20:28:02.0039664Z,,v3,471249,471249,,,,Undefined,BUC_BIS,957321c0-cb26-4c75-a4a4-b800d8809d2d,55.4428,-123.88437,13.41216,5.72968,0.20874,-10.3808,1.38936,-6.96486,8.16709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,

8,2023-10-04,16:28:21.03,2,3,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Voytovich, Grant",1000098912,Right,BUC_BIS,Undefined,1,Top,1,2,0,Fastball,Changeup,InPlay,Undefined,LineDrive,Double,0,0,,83.21912,-0.285372,2.473116,1993.350877,122.915642,10:00,5.72612,-1.50715,5.09854,-29.73687,12.26292,-16.6743,2.97888,-0.56473,75.37194,-5.777392,-0.474265,0.466439,98.68503,23.672443,-3.796485,2907.752832,109.91829,45.07524,-4.22428,393.59737,393.59737,0.490162,4.55225,9.09701,6.59744,1.2875,50,5.67637,-4.4894,-120.5528,-1.63771,13.25117,25.66055,-22.56386,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,8fbc7920-62f4-11ee-82e9-b11c7aa129b6,80.80892,64.97979,,7.84718,,,,1.9635,3.03081,0.54948,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:28:21.03,2023-10-04T16:28:21.0391024-04:00,2023-10-04T20:28:21.0391024Z,LineDrive,v3,471249,471249,,,,Undefined,BUC_BIS,62533d5e-6808-44d3-ba79-543d021656ca,55.39995,-121.69679,12.83028,5.72696,-0.63177,-11.28193,1.50081,-5.08016,6.62559,197.176207,1.96292,132.28321,-21.65883,5.13517,-1.20435,0.29108,-0.0595,0.00762,-0.00042,3.0321,58.08131,-14.00806,-0.18055,0.4213,-0.20506,0.05507,-0.00753,0.00041,0.54942,-8.77564,4.95052,-1.35262,0.32003,-0.06599,0.01076,-0.00117,6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,

9,2023-10-04,16:29:37.87,3,1,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Keys, Sean",1000120893,Left,BUC_BIS,Undefined,1,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.06595,1.420962,4.628405,1105.297841,82.556679,8:45,5.52086,-1.57682,4.78888,-49.83113,0.10476,-12.90359,2.71965,1.74395,69.7082,-7.595883,2.368714,0.508602,,,,,,,,,,,,7.74465,0.1676,1.12576,50,5.62005,-8.45961,-111.25492,0.96677,9.58933,22.21663,-31.96655,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,bd964bf0-62f4-11ee-82e9-b11c7aa129b6,74.10994,,,7.35774,,,,,,,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:29:37.87,2023-10-04T16:29:37.8770928-04:00,2023-10-04T20:29:37.8770928Z,,v3,471249,471249,,,,Undefined,BUC_BIS,e77a1726-246e-4a2a-803f-c3774060fc30,55.7084,-112.38906,11.10832,5.52904,2.59863,-15.98327,1.57011,-8.94913,4.79466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,

10,2023-10-04,16:29:57.96,3,2,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Keys, Sean",1000120893,Left,BUC_BIS,Undefined,1,Top,1,1,0,Fastball,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,82.14003,-0.051942,3.632608,2122.590213,121.611358,10:00,5.66099,-1.58097,5.10844,-30.42002,13.36528,-18.89828,3.07695,0.27126,73.30404,-5.71234,0.296801,0.476251,77.44385,27.020435,4.793248,3345.228503,109.99692,40.64635,0.81167,260.85867,260.24477,-4.862588,3.406701,10.76886,7.12532,1.25421,50,5.63314,-6.73316,-118.6893,-1.13465,14.97901,27.98728,-22.26302,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,c97ba550-62f4-11ee-82e9-b11c7aa129b6,79.14412,43.14574,,8.83599,,,,4.5999,3.40915,-0.2529,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:29:57.96,2023-10-04T16:29:57.9616240-04:00,2023-10-04T20:29:57.9616240Z,LineDrive,v3,471249,471249,,,,Undefined,BUC_BIS,cf51c3a3-5227-4059-b53a-e8199fbde2f3,55.38914,-119.95334,13.99364,5.66168,-0.12914,-11.13151,1.57359,-7.40969,7.4895,120.7745,4.59949,100.84573,-12.93998,2.81402,-0.76086,0.2602,-0.07716,0.01343,-0.00094,3.40947,51.59173,-18.24842,1.07297,-0.0037,-0.08669,0.03496,-0.00553,0.00029,-0.25304,8.45991,-8.4193,2.28816,-0.61783,0.16935,-0.04164,0.00662,-0.00045,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,

11,2023-10-04,16:30:42.88,4,1,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Sinins, Ben",1000098914,Right,BUC_BIS,Undefined,1,Top,1,0,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Error,0,1,,81.3421,-0.008426,2.446464,1775.577318,108.594909,9:30,5.68134,-1.50787,5.14155,-36.354,7.39166,-17.57095,2.6439,-0.66717,74.01886,-6.66917,-0.663303,0.476035,86.59575,3.096275,-1.686329,1251.207448,,,,69.04553,63.21586,-0.886669,0.568437,9.57123,4.07335,1.29319,50,5.65262,-4.31141,-117.91099,-1.29001,13.37524,23.963,-26.48179,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,e44bf6f0-62f4-11ee-82e9-b11c7aa129b6,79.17999,3.33373,,7.32324,,,,2.11422,2.79427,0.68315,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:30:42.88,2023-10-04T16:30:42.8846576-04:00,2023-10-04T20:30:42.8846576Z,GroundBall,v3,471249,471249,,,,Undefined,BUC_BIS,3c9a427f-86e5-47f1-96b6-0590baa76474,55.3585,-118.99501,11.9815,5.68388,-0.09204,-13.2409,1.50191,-4.91647,6.68762,351.512237,2.13161,126.35416,-15.2731,,,,,,,2.8149,6.37098,-19.98018,,,,,,,0.6812,-3.68577,1.07478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,

12,2023-10-04,16:31:23.82,5,1,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Kender, Billy",1000120884,Right,BUC_BIS,Undefined,1,Top,1,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.80831,-0.776144,3.8962,1773.504526,113.727261,9:45,5.72317,-1.53437,5.20923,-33.97549,9.49504,-18.05371,2.16026,0.63079,74.05493,-7.027961,0.702832,0.474536,,,,,,,,,,,,10.16166,5.4426,1.1876,50,5.62614,-7.2824,-118.32081,-2.78396,14.24441,24.93182,-24.54472,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,fcb337d0-62f4-11ee-82e9-b11c7aa129b6,79.43015,,,7.75337,,,,,,,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:31:23.82,2023-10-04T16:31:23.8261232-04:00,2023-10-04T20:31:23.8261232Z,,v3,471249,471249,,,,Undefined,BUC_BIS,741e7708-b693-4079-a0fe-980095d73762,55.28757,-119.42978,12.46591,5.72569,-1.69221,-12.27236,1.52561,-7.91599,7.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,

13,2023-10-04,16:31:41.52,5,2,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Kender, Billy",1000120884,Right,BUC_BIS,Undefined,1,Top,1,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.00384,3.418983,1.636602,2014.799517,298.469093,4:00,5.64185,-1.51829,4.90716,-60.29287,-5.12366,12.91631,3.85584,1.10618,66.2662,-7.492678,3.908911,0.534589,,,,,,,,,,,,-5.82422,-2.98945,1.34696,50,5.92617,-3.52888,-105.60851,4.25024,-6.50207,19.91647,-35.51142,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,073cd1c0-62f5-11ee-82e9-b11c7aa129b6,70.50738,,,6.73765,,,,,,,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:31:41.52,2023-10-04T16:31:41.5223280-04:00,2023-10-04T20:31:41.5223280Z,,v3,471249,471249,,,,Undefined,BUC_BIS,9ff06aa4-639c-4027-b801-05a5f364992b,55.59209,-106.6579,9.95824,5.65294,6.12131,-17.75571,1.52386,-3.18629,-3.25103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,

14,2023-10-04,16:32:00.76,5,3,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Kender, Billy",1000120884,Right,BUC_BIS,Undefined,1,Top,1,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.93394,-0.231605,4.601515,1871.611143,111.968046,9:45,5.64394,-1.64811,5.13995,-33.38864,8.80725,-18.28477,2.64277,1.17032,75.41555,-6.354999,1.377281,0.467527,,,,,,,,,,,,10.39064,4.87937,1.23083,50,5.59676,-8.85505,-119.93388,-1.67642,15.06987,24.11969,-25.09737,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,12b22b40-62f5-11ee-82e9-b11c7aa129b6,80.62093,,,7.5184,,,,,,,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:32:00.76,2023-10-04T16:32:00.7679472-04:00,2023-10-04T20:32:00.7679472Z,,v3,471249,471249,,,,Undefined,BUC_BIS,a38638de-e487-4a14-8c55-2a948f8061c9,55.3581,-121.00664,12.05984,5.64649,-0.56018,-12.54868,1.63957,-9.52531,7.53493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,

15,2023-10-04,16:32:21.03,5,4,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Kender, Billy",1000120884,Right,BUC_BIS,Undefined,1,Top,1,2,1,Fastball,Changeup,InPlay,Undefined,LineDrive,Single,0,1,,81.74021,-0.373144,2.221008,1815.622565,130.321592,10:15,5.74355,-1.53479,4.97338,-28.99214,14.64481,-15.48678,2.97483,-0.72653,74.18976,-5.725307,-0.510401,0.475443,101.33999,4.768011,-6.683077,6506.549672,,,,102.51441,102.51441,-4.815022,0.739385,8.42898,7.78906,1.33389,50,5.68441,-3.94007,-118.43891,-1.7692,11.87413,24.36562,-21.20138,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,1ecf5d80-62f5-11ee-82e9-b11c7aa129b6,79.27856,4.70945,,7.55046,,,,3.13358,3.11239,0.79473,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:32:21.03,2023-10-04T16:32:21.0395120-04:00,2023-10-04T20:32:21.0395120Z,GroundBall,v3,471249,471249,,,,Undefined,BUC_BIS,f0a86075-f4e0-43ca-a2a6-f6857d2341cc,55.52594,-119.57032,12.18281,5.74371,-0.78472,-10.60069,1.52964,-4.49144,5.93707,325.207875,3.17406,146.369,-16.97832,,,,,,,3.16447,11.39713,-21.291,,,,,,,0.77102,-16.8003,5.6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,

16,2023-10-04,16:33:09.05,6,1,"Reimer, Bryce",1000098913,Left,BUC_BIS,"Adamo, Nicolas",1000098916,Right,BUC_BIS,Undefined,1,Top,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.32583,0.218562,3.920805,1952.09011,120.305833,10:00,5.75105,-1.63348,5.05361,-31.1208,12.02497,-17.94521,3.36426,0.57464,74.36456,-5.524365,0.75855,0.47276,,,,,,,,,,,,10.018,6.34544,1.27448,50,5.74777,-7.36215,-119.03781,-0.63199,14.23131,24.97379,-23.15985,BUC_BIS,BUC_BIS,DepewField,TeamExclusive,Team,20231004-DepewField-Private-1,3b5ec440-62f5-11ee-82e9-b11c7aa129b6,79.72855,,,7.96127,,,,,,,397ec0a9-c6de-487f-94ce-59c4a22a62bb,2023-10-04,20:33:09.05,2023-10-04T16:33:09.0535920-04:00,2023-10-04T20:33:09.0535920Z,,v3,471249,471249,,,,Undefined,BUC_BIS,4e8c6606-e9ee-4c93-9c9a-a2ff772f07cb,55.4423,-120.17416,12.48689,5.75255,0.42183,-11.57992,1.6242,-8.0097,7.11566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,

