PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2023-08-29,12:03:23.12,1,1,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.30111,-2.051388,3.529248,1785.362414,125.68133,10:15,5.7273,-2.56146,5.22754,-30.68364,13.06733,-16.10363,1.23738,-0.58145,74.12015,-7.697479,0.677851,0.476064,,,,,,,,,,,,9.15296,7.56552,2.24869,50,5.51526,-6.59697,-117.66839,-5.25053,12.7545,23.59983,-21.63167,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,94e71170-4685-11ee-b89a-01a542bc8817,79.17517,,,7.18097,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:03:23.12,2023-08-29T12:03:23.1227368-04:00,2023-08-29T16:03:23.1227368Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,90a7ac9f-74e3-4ec8-8b1b-a7a67a47b16b,55.27169,-118.72099,11.79992,5.72793,-4.28572,-10.81583,2.55562,-7.16584,6.37725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2023-08-29,12:03:53.44,1,2,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.49992,-0.371405,2.748572,1883.142607,122.288235,10:00,6.05647,-2.30361,5.09267,-33.89301,11.98816,-16.50686,2.88162,-1.08685,72.36479,-6.600582,-0.16879,0.487516,,,,,,,,,,,,8.96225,6.53178,2.05711,50,5.99524,-4.83331,-115.15882,-1.89667,11.97032,22.46103,-23.44999,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,a7003f30-4685-11ee-b89a-01a542bc8817,77.31535,,,7.13513,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:03:53.44,2023-08-29T12:03:53.4487528-04:00,2023-08-29T16:03:53.4487528Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,70176ea6-f46a-4925-8646-df998c688a36,55.40423,-116.2081,11.23052,6.05826,-0.80119,-11.725,2.29596,-5.39251,5.98516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2023-08-29,12:04:02.62,1,3,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,2,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.85335,1.300859,2.444654,2239.616604,246.180521,2:15,5.79196,-2.41149,4.82402,-41.33333,3.87437,5.92366,3.58093,0.39894,73.89942,-6.158532,3.485012,0.483925,,,,,,,,,,,,-2.31303,1.9874,2.16353,50,5.88551,-5.19841,-115.8526,1.10639,-3.1795,19.33104,-29.44215,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,ac7e7f30-4685-11ee-b89a-01a542bc8817,77.88907,,,5.95392,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:04:02.62,2023-08-29T12:04:02.6260968-04:00,2023-08-29T16:04:02.6260968Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,13d64155-7bfc-4dd4-aeeb-8c0164923610,55.67557,-116.79578,9.66552,5.79648,2.5429,-14.72107,2.41338,-5.04327,-1.58975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2023-08-29,12:04:11.79,1,4,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,2,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.8211,0.639223,2.578303,2311.704126,258.241074,2:30,5.80124,-2.35091,4.85878,-42.38983,2.82839,7.49548,2.87443,0.71577,73.961,-6.999308,3.895975,0.483981,,,,,,,,,,,,-3.05744,1.62827,2.08988,50,5.82814,-5.53145,-115.82043,-0.26812,-4.19527,19.57323,-29.93984,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,b1e629f0-4685-11ee-b89a-01a542bc8817,77.88005,,,5.8601,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:04:11.79,2023-08-29T12:04:11.7958120-04:00,2023-08-29T16:04:11.7958120Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,81b62219-583b-46d8-8f2d-4115c30409d1,55.6413,-116.7699,9.78661,5.80592,1.18422,-14.96992,2.35326,-5.32795,-2.09763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2023-08-29,12:04:21.69,1,5,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,2,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,79.48927,-0.68287,2.109452,2312.612891,251.50874,2:30,5.83957,-2.30014,4.83913,-42.07309,3.57205,6.78599,1.68643,0.26361,73.77414,-8.247246,3.303989,0.48626,,,,,,,,,,,,-2.83791,2.29618,2.0852,50,5.73572,-4.5302,-115.37063,-2.91271,-3.85858,19.69896,-29.05204,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,b7d07230-4685-11ee-b89a-01a542bc8817,77.51498,,,5.71512,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:04:21.69,2023-08-29T12:04:21.6993256-04:00,2023-08-29T16:04:21.6993256Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,a1b37deb-44f3-4f02-bdd5-a66687a9be46,55.66167,-116.33331,9.84948,5.84337,-1.49294,-14.52602,2.30198,-4.34163,-1.92929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2023-08-29,12:04:50.04,2,1,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.75857,-3.732242,5.084713,2438.824116,159.555078,11:15,5.98718,-1.72869,5.91964,-13.19997,22.98253,-8.07453,1.40505,2.32947,80.22655,-6.302378,3.644533,0.432933,,,,,,,,,,,,5.68945,13.28536,1.32503,50,5.67929,-11.04784,-128.0401,-8.69319,9.34308,29.09951,-10.3571,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,c8adeba0-4685-11ee-b89a-01a542bc8817,87.063,,,8.53202,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:04:50.04,2023-08-29T12:04:50.0403176-04:00,2023-08-29T16:04:50.0403176Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,8ee363f0-6eb8-4f63-9d4a-0cbdf355dd4c,54.57646,-129.07599,14.54976,5.98219,-8.32449,-5.17855,1.72424,-11.38044,4.67154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2023-08-29,12:05:04.02,2,2,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.10688,-2.808409,3.237044,2225.106589,153.711855,11:00,6.02611,-1.91644,5.89995,-18.48269,17.94564,-8.23363,1.87246,0.40572,79.94702,-6.318276,1.761991,0.434401,,,,,,,,,,,,5.21571,10.4291,1.66069,50,5.78933,-6.87296,-127.56301,-6.80553,8.51609,28.46563,-15.14565,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,d105ff90-4685-11ee-b89a-01a542bc8817,86.76877,,,8.15986,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:05:04.02,2023-08-29T12:05:04.0207848-04:00,2023-08-29T16:05:04.0207848Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,d47af55c-330c-4e2e-9038-67a969b4f7cd,54.59785,-128.58493,14.23282,6.02389,-6.2618,-7.57283,1.91292,-7.17868,4.25804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2023-08-29,12:05:15.62,2,3,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.69192,-3.127125,2.168821,2408.260546,162.314224,11:30,6.06332,-1.82408,5.92258,-14.68068,22.38009,-6.68441,1.93316,-0.3676,78.78194,-5.985172,0.96956,0.438156,,,,,,,,,,,,4.14028,12.90237,1.65424,50,5.80457,-4.52385,-126.89444,-7.2947,6.62284,30.55979,-11.53526,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,d7f0eef0-4685-11ee-b89a-01a542bc8817,86.02521,,,8.90997,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:05:15.62,2023-08-29T12:05:15.6214760-04:00,2023-08-29T16:05:15.6214760Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,ca1338e9-95f1-4478-b6e6-bf4be5d7c0fc,54.57291,-127.99099,15.2799,6.05889,-6.88079,-5.76763,1.82083,-4.76149,3.31142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2023-08-29,12:05:26.88,2,4,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.57684,-2.342586,1.807139,2416.507129,155.699451,11:15,6.0321,-1.87759,5.81571,-17.80395,18.94056,-7.99406,2.36798,-0.8629,79.74815,-5.724842,0.374874,0.436282,,,,,,,,,,,,4.60807,10.72115,1.73438,50,5.82967,-3.67157,-127.00238,-5.7131,7.4905,27.16707,-14.74669,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,dea5da30-4685-11ee-b89a-01a542bc8817,86.39459,,,7.82869,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:05:26.88,2023-08-29T12:05:26.8812264-04:00,2023-08-29T16:05:26.8812264Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,2ce9ae3b-8645-4a45-95c5-8b6752ff1d52,54.68188,-127.99996,13.58354,6.02951,-5.1716,-7.37334,1.87424,-3.94663,3.74525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2023-08-29,12:05:39.13,2,5,"Swenson, Brady",1000120886,Left,BUC_BIS,"Test6, TestK6",10157495,Right,TestK,Undefined,1,Top,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.10745,-3.026388,3.772436,2221.224265,168.797923,11:45,6.01448,-1.7189,6.01244,-20.81596,15.10233,-2.76874,1.46752,1.55014,80.98278,-6.921544,3.275986,0.43135,,,,,,,,,,,,2.4491,8.94162,1.42409,50,5.76493,-8.3043,-127.6339,-7.39662,4.05161,25.56008,-17.38158,BUC_BIS,TestK,DepewField,TeamExclusive,Team,20230829-DepewField-Private-2,e5f6b750-4685-11ee-b89a-01a542bc8817,87.3826,,,7.12467,,,,,,,c73f603d-ff0f-4c2e-9e04-4a5354fba78a,2023-08-29,16:05:39.13,2023-08-29T12:05:39.1350760-04:00,2023-08-29T16:05:39.1350760Z,,v3,471249,test-11,,,,Undefined,BUC_BIS,b8cf2de5-5f16-4965-b230-40c3b4dcf7b6,54.48667,-128.52926,12.78004,6.01337,-6.78775,-8.69079,1.71747,-8.44623,2.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
